yellow_cards,net_transfers,last_name,goals_conceded,saves,result,team_name,index,first_name,own_goals,minutes_played,EA_Spots_PPI,week,bonus,clean_sheets,assists,date,penalties_saved,penalties missed,value,points,position,red_cards,goals_scored
0,-4,Miller,0,0,MCI(A) 0-4,West Brom,43133,Ishmael,0,0,0,33,0,0,0,11 April 19:45,0,0,45,0,Forward,0,0
0,-54,Moreira,0,0,QPR(A) 0-3,Swansea,48833,Jose,0,0,0,33,0,0,0,11 April 20:00,0,0,39,0,Goalkeeper,0,0
0,-7,Gamst Pedersen,2,0,BOL(H) 1-2,Blackburn,6317,Morten Gamst,0,90,12,17,0,0,0,20 Dec. 20:00,0,0,62,2,Midfielder,0,0
0,1083,Gamst Pedersen,0,0,SUN(H) 2-0,Blackburn,6329,Morten Gamst,0,90,24,29,2,1,1,20 March 20:00,0,0,62,8,Midfielder,0,0
0,-355,Dunn,0,0,EVE(H) 0-1,Blackburn,643,David,0,33,2,3,0,0,0,27 Aug. 15:00,0,0,65,1,Midfielder,0,0
1,8,Dunn,2,0,BOL(H) 1-2,Blackburn,6417,David,0,90,-2,17,0,0,0,20 Dec. 20:00,0,0,62,1,Midfielder,0,0
0,6,Dunn,0,0,SUN(H) 2-0,Blackburn,6429,David,0,0,0,29,0,0,0,20 March 20:00,0,0,62,0,Midfielder,0,0
1,399,Hoilett,1,0,EVE(H) 0-1,Blackburn,653,David,0,90,-4,3,0,0,0,27 Aug. 15:00,0,1,60,-1,Forward,0,0
0,-1804,Hoilett,2,0,BOL(H) 1-2,Blackburn,6517,David,0,90,-1,17,0,0,1,20 Dec. 20:00,0,0,56,5,Forward,0,0
0,8273,Hoilett,0,0,SUN(H) 2-0,Blackburn,6529,David,0,90,22,29,1,1,0,20 March 20:00,0,0,55,7,Forward,0,1
0,-239,Kalinic,0,0,EVE(H) 0-1,Blackburn,663,Nikola,0,0,0,3,0,0,0,27 Aug. 15:00,0,0,55,0,Forward,0,0
0,-7,Kalinic,0,0,BOL(H) 1-2,Blackburn,6617,Nikola,0,0,0,17,0,0,0,20 Dec. 20:00,0,0,55,0,Forward,0,0
0,-1,Kalinic,0,0,SUN(H) 2-0,Blackburn,6629,Nikola,0,0,0,29,0,0,0,20 March 20:00,0,0,55,0,Forward,0,0
0,-960,Roberts,0,0,EVE(H) 0-1,Blackburn,673,Jason,0,71,7,3,0,1,0,27 Aug. 15:00,0,0,60,2,Forward,0,0
0,-29,Roberts,0,0,BOL(H) 1-2,Blackburn,6717,Jason,0,0,0,17,0,0,0,20 Dec. 20:00,0,0,54,0,Forward,0,0
0,-6,Roberts,0,0,SUN(H) 2-0,Blackburn,6729,Jason,0,0,0,29,0,0,0,20 March 20:00,0,0,53,0,Forward,0,0
0,-112,Rochina,0,0,EVE(H) 0-1,Blackburn,683,Ruben,0,0,0,3,0,0,0,27 Aug. 15:00,0,0,50,0,Forward,0,0
0,-186,Rochina,0,0,BOL(H) 1-2,Blackburn,6817,Ruben,0,26,-8,17,0,0,0,20 Dec. 20:00,0,0,49,1,Forward,0,0
0,-68,Rochina,0,0,SUN(H) 2-0,Blackburn,6829,Ruben,0,0,0,29,0,0,0,20 March 20:00,0,0,47,0,Forward,0,0
0,-2704,Jaaskelainen,3,3,LIV(A) 1-3,Bolton,693,Jussi,0,90,7,3,0,0,0,27 Aug. 17:30,0,0,50,2,Goalkeeper,0,0
0,-660,Jaaskelainen,1,1,BLA(A) 2-1,Bolton,6917,Jussi,0,90,16,17,0,0,0,20 Dec. 20:00,0,0,48,2,Goalkeeper,0,0
0,-2642,Bogdan,0,0,LIV(A) 1-3,Bolton,703,Adam,0,0,0,3,0,0,0,27 Aug. 17:30,0,0,40,0,Goalkeeper,0,0
0,1732,Bogdan,0,0,BLA(A) 2-1,Bolton,7017,Adam,0,0,0,17,0,0,0,20 Dec. 20:00,0,0,39,0,Goalkeeper,0,0
0,213,Alonso,0,0,BLA(A) 2-1,Bolton,7117,Marcos,0,56,9,17,0,0,0,20 Dec. 20:00,0,0,39,1,Defender,0,0
0,-147,Wheater,0,0,BLA(A) 2-1,Bolton,7217,David,0,0,0,17,0,0,0,20 Dec. 20:00,0,0,44,0,Defender,0,0
0,-3,Ricketts,0,0,BLA(A) 2-1,Bolton,7317,Samuel,0,0,0,17,0,0,0,20 Dec. 20:00,0,0,44,0,Defender,0,0
0,115,Robinson,3,0,LIV(A) 1-3,Bolton,743,Paul,0,90,5,3,0,0,0,27 Aug. 17:30,0,0,45,1,Defender,0,0
0,-365,Robinson,1,0,BLA(A) 2-1,Bolton,7417,Paul,0,34,6,17,0,0,0,20 Dec. 20:00,0,0,43,1,Defender,0,0
1,-1613,Steinsson,3,0,LIV(A) 1-3,Bolton,753,Gretar Rafn,0,90,14,3,0,0,0,27 Aug. 17:30,0,0,45,0,Defender,0,0
0,-159,Steinsson,1,0,BLA(A) 2-1,Bolton,7517,Gretar Rafn,0,90,15,17,0,0,0,20 Dec. 20:00,0,0,42,2,Defender,0,0
0,6482,Cahill,3,0,LIV(A) 1-3,Chelsea,763,Gary,0,90,4,3,0,0,0,27 Aug. 17:30,0,0,55,1,Defender,0,0
0,-9490,Cahill,1,0,BLA(A) 2-1,Chelsea,7617,Gary,0,90,22,17,0,0,0,20 Dec. 20:00,0,0,52,2,Defender,0,0
0,667,Cahill,2,0,MCI(A) 1-2,Chelsea,7629,Gary,0,90,20,29,0,0,0,21 March 19:45,0,0,53,7,Defender,0,1
0,-1294,Knight,3,0,LIV(A) 1-3,Bolton,773,Zat,0,90,2,3,0,0,0,27 Aug. 17:30,0,0,45,1,Defender,0,0
0,-307,Knight,1,0,BLA(A) 2-1,Bolton,7717,Zat,0,90,27,17,1,0,0,20 Dec. 20:00,0,0,42,3,Defender,0,0
0,20669,Petrov,3,0,LIV(A) 1-3,Bolton,783,Martin,0,90,11,3,0,0,1,27 Aug. 17:30,0,0,55,5,Midfielder,0,0
0,-5796,Petrov,1,0,BLA(A) 2-1,Bolton,7817,Martin,0,90,27,17,1,0,1,20 Dec. 20:00,0,0,52,6,Midfielder,0,0
0,-284,Lee,0,0,LIV(A) 1-3,Bolton,793,Chung-Yong,0,0,0,3,0,0,0,27 Aug. 17:30,0,0,60,0,Midfielder,0,0
0,-5,Lee,0,0,BLA(A) 2-1,Bolton,7917,Chung-Yong,0,0,0,17,0,0,0,20 Dec. 20:00,0,0,59,0,Midfielder,0,0
0,-365,Holden,0,0,LIV(A) 1-3,Bolton,803,Stuart,0,0,0,3,0,0,0,27 Aug. 17:30,0,0,55,0,Midfielder,0,0
0,-9,Holden,0,0,BLA(A) 2-1,Bolton,8017,Stuart,0,0,0,17,0,0,0,20 Dec. 20:00,0,0,53,0,Midfielder,0,0
0,44,Gardner,0,0,BLA(A) 2-1,Bolton,8117,Ricardo,0,0,0,17,0,0,0,20 Dec. 20:00,0,0,43,0,Midfielder,0,0
0,-1114,Muamba,1,0,BLA(A) 2-1,Bolton,8217,Fabrice,0,90,13,17,0,0,0,20 Dec. 20:00,0,0,44,2,Midfielder,0,0
0,0,Taylor,0,0,BLA(A) 2-1,Bolton,8317,Matthew,0,0,0,17,0,0,0,20 Dec. 20:00,0,0,55,0,Midfielder,0,0
0,-159,Davies M,2,0,LIV(A) 1-3,Bolton,843,Mark,0,65,9,3,0,0,0,27 Aug. 17:30,0,0,50,2,Midfielder,0,0
0,43,Davies M,1,0,BLA(A) 2-1,Bolton,8417,Mark,0,90,34,17,3,0,0,20 Dec. 20:00,0,0,48,10,Midfielder,0,1
0,-276,Pratley,0,0,LIV(A) 1-3,Bolton,853,Darren,0,20,1,3,0,0,0,27 Aug. 17:30,0,0,55,1,Midfielder,0,0
0,-1,Pratley,0,0,BLA(A) 2-1,Bolton,8517,Darren,0,10,-3,17,0,0,0,20 Dec. 20:00,0,0,52,1,Midfielder,0,0
0,411,Blake,0,0,WOL(H) 1-1,Bolton,8619,Robbie,0,0,0,19,0,0,0,31 Dec. 15:00,0,0,42,0,Forward,0,0
0,-9509,Davies K,3,0,LIV(A) 1-3,Bolton,873,Kevin,0,70,-2,3,0,0,0,27 Aug. 17:30,0,0,65,2,Forward,0,0
0,-1633,Davies K,0,0,BLA(A) 2-1,Bolton,8717,Kevin,0,0,0,17,0,0,0,20 Dec. 20:00,0,0,57,0,Forward,0,0
1,42628,Klasnic,3,0,LIV(A) 1-3,Bolton,883,Ivan,0,90,14,3,0,0,0,27 Aug. 17:30,0,0,60,5,Forward,0,1
0,-1346,Klasnic,1,0,BLA(A) 2-1,Bolton,8817,Ivan,0,80,13,17,0,0,0,20 Dec. 20:00,0,0,59,2,Forward,0,0
0,-25892,Cech,0,0,NOR(H) 3-1,Chelsea,893,Petr,0,0,0,3,0,0,0,27 Aug. 15:00,0,0,70,0,Goalkeeper,0,0
0,-1117,Cech,1,3,TOT(A) 1-1,Chelsea,8917,Petr,0,90,8,17,0,0,0,22 Dec. 20:00,0,0,68,3,Goalkeeper,0,0
0,-469,Cech,2,6,MCI(A) 1-2,Chelsea,8929,Petr,0,90,11,29,0,0,0,21 March 19:45,0,0,68,3,Goalkeeper,0,0
0,9916,Hilario,1,5,NOR(H) 3-1,Chelsea,903,Henrique,0,90,17,3,0,0,0,27 Aug. 15:00,0,0,45,3,Goalkeeper,0,0
0,1344,Hilario,0,0,TOT(A) 1-1,Chelsea,9017,Henrique,0,0,0,17,0,0,0,22 Dec. 20:00,0,0,39,0,Goalkeeper,0,0
0,410,Hilario,0,0,WBA(A) 0-1,Chelsea,9027,Henrique,0,0,0,27,0,0,0,03 March 15:00,0,0,39,0,Goalkeeper,0,0
0,1,Turnbull,0,0,FUL(A) 1-1,Chelsea,9133,Ross,0,0,0,33,0,0,0,09 April 20:00,0,0,41,0,Goalkeeper,0,0
0,-3304,Luiz,2,0,MCI(A) 1-2,Chelsea,9229,David,0,90,3,29,0,0,0,21 March 19:45,0,0,63,1,Defender,0,0
0,-6,Bertrand,0,0,MCI(A) 1-2,Chelsea,9329,Ryan,0,0,0,29,0,0,0,21 March 19:45,0,0,44,0,Defender,0,0
0,2017,Terry,0,0,MCI(A) 1-2,Chelsea,9429,John,0,0,0,29,0,0,0,21 March 19:45,0,0,74,0,Defender,0,0
0,318,Ivanovic,0,0,MCI(A) 1-2,Chelsea,9529,Branislav,0,20,3,29,0,0,0,21 March 19:45,0,0,66,1,Defender,0,0
0,-18,Ferreira,0,0,MCI(A) 1-2,Chelsea,9629,Paulo,0,0,0,29,0,0,0,21 March 19:45,0,0,46,0,Defender,0,0
0,-1125,Cole A,2,0,MCI(A) 1-2,Chelsea,9729,Ashley,0,90,7,29,0,0,0,21 March 19:45,0,0,71,1,Defender,0,0
0,-185,Alex,0,0,MCI(A) 1-2,Chelsea,9829,,0,0,0,29,0,0,0,21 March 19:45,0,0,54,0,Defender,0,0
0,-4233,Bosingwa,2,0,MCI(A) 1-2,Chelsea,9929,Jose,0,70,2,29,0,0,0,21 March 19:45,0,0,55,1,Defender,0,0
0,937,Ramires,2,0,MCI(A) 1-2,Chelsea,10029,,0,90,-1,29,0,0,0,21 March 19:45,0,0,69,2,Midfielder,0,0
0,-158,McEachran,0,0,FUL(A) 3-0,Swansea,10129,Josh,0,0,0,29,0,0,0,17 March 15:00,0,0,45,0,Midfielder,0,0
1,199,Lampard,2,0,MCI(A) 1-2,Chelsea,10229,Frank,0,90,10,29,0,0,0,21 March 19:45,0,0,110,1,Midfielder,0,0
0,-54,Benayoun,0,0,EVE(A) 1-0,Arsenal,10329,Yossi,0,0,0,29,0,0,0,21 March 20:00,0,0,69,0,Midfielder,0,0
0,-368,Essien,2,0,MCI(A) 1-2,Chelsea,10429,Michael,0,33,8,29,0,0,0,21 March 19:45,0,0,69,1,Midfielder,0,0
0,16,Kalou,0,0,MCI(A) 1-2,Chelsea,10529,Salomon,0,0,0,29,0,0,0,21 March 19:45,0,0,67,0,Midfielder,0,0
0,-71,Malouda,0,0,MCI(A) 1-2,Chelsea,10629,Florent,0,0,0,29,0,0,0,21 March 19:45,0,0,96,0,Midfielder,0,0
0,140,Mikel,2,0,MCI(A) 1-2,Chelsea,10729,,0,90,8,29,0,0,0,21 March 19:45,0,0,44,2,Midfielder,0,0
0,0,Zhirkov,0,0,MCI(A) 1-2,Chelsea,10829,Yury,0,0,0,29,0,0,0,21 March 19:45,0,0,65,0,Midfielder,0,0
0,-950,Torres,0,0,MCI(A) 1-2,Chelsea,10929,Fernando,0,72,3,29,0,1,0,21 March 19:45,0,0,99,2,Forward,0,0
0,3071,Drogba,2,0,MCI(A) 1-2,Chelsea,11029,Didier,0,18,3,29,0,0,0,21 March 19:45,0,0,101,1,Forward,0,0
0,-67,Anelka,0,0,MCI(A) 1-2,Chelsea,11129,Nicolas,0,0,0,29,0,0,0,21 March 19:45,0,0,80,0,Forward,0,0
0,-24337,Sturridge,0,0,MCI(A) 1-2,Chelsea,11229,Daniel,0,0,0,29,0,0,0,21 March 19:45,0,0,68,0,Forward,0,0
0,252,Mucha,0,0,ARS(H) 0-1,Everton,11329,Jan,0,0,0,29,0,0,0,21 March 20:00,0,0,39,0,Goalkeeper,0,0
0,-498,Howard,1,3,ARS(H) 0-1,Everton,11429,Tim,0,90,4,29,0,0,0,21 March 20:00,0,0,54,3,Goalkeeper,0,0
0,-253,Heitinga,1,0,ARS(H) 0-1,Everton,11529,Johnny,0,90,16,29,0,0,0,21 March 20:00,0,0,52,2,Defender,0,0
0,-195,Jagielka,0,0,ARS(H) 0-1,Everton,11629,Phil,0,0,0,29,0,0,0,21 March 20:00,0,0,53,0,Defender,0,0
0,-1711,Hibbert,1,0,ARS(H) 0-1,Everton,11729,Tony,0,90,8,29,0,0,0,21 March 20:00,0,0,46,2,Defender,0,0
0,-989,Baines,1,0,ARS(H) 0-1,Everton,11829,Leighton,0,90,4,29,0,0,0,21 March 20:00,0,0,78,2,Defender,0,0
0,142,Distin,1,0,ARS(H) 0-1,Everton,11929,Sylvain,0,90,10,29,0,0,0,21 March 20:00,0,0,51,2,Defender,0,0
0,-1,Forshaw,0,0,ARS(H) 0-1,Everton,12029,Adam,0,0,0,29,0,0,0,21 March 20:00,0,0,44,0,Midfielder,0,0
0,75,Rodwell,0,0,ARS(H) 0-1,Everton,12129,Jack,0,0,0,29,0,0,0,21 March 20:00,0,0,51,0,Midfielder,0,0
1,-1928,Cahill,1,0,ARS(H) 0-1,Everton,12329,Tim,0,86,5,29,0,0,0,21 March 20:00,0,0,85,1,Midfielder,0,0
0,-1734,Fellaini,1,0,ARS(H) 0-1,Everton,12429,Marouane,0,90,6,29,0,0,0,21 March 20:00,0,0,61,2,Midfielder,0,0
0,-470,Neville,0,0,ARS(H) 0-1,Everton,12529,Phil,0,0,0,29,0,0,0,21 March 20:00,0,0,47,0,Midfielder,0,0
0,-22,Bilyaletdinov,0,0,ARS(H) 0-1,Everton,12629,Diniyar,0,0,0,29,0,0,0,21 March 20:00,0,0,58,0,Midfielder,0,0
0,287,Arteta,0,0,EVE(A) 1-0,Arsenal,12729,Mikel,0,90,19,29,1,1,0,21 March 20:00,0,0,79,4,Midfielder,0,0
0,0,Coleman,0,0,ARS(H) 0-1,Everton,12829,Seamus,0,0,0,29,0,0,0,21 March 20:00,0,0,70,0,Midfielder,0,0
0,-146,Vellios,0,0,ARS(H) 0-1,Everton,12929,Apostolos,0,0,0,29,0,0,0,21 March 20:00,0,0,44,0,Forward,0,0
0,3,Gueye,0,0,ARS(H) 0-1,Everton,13029,Magaye,0,13,0,29,0,0,0,21 March 20:00,0,0,46,1,Forward,0,0
0,-10,Beckford,0,0,ARS(H) 0-1,Everton,13129,Jermaine,0,0,0,29,0,0,0,21 March 20:00,0,0,64,0,Forward,0,0
0,-20,Baxter,0,0,SUN(H) 4-0,Everton,13233,Jose,0,0,0,33,0,0,0,09 April 15:00,0,0,42,0,Forward,0,0
0,1917,Saha,0,0,STO(H) 1-1,Tottenham,13329,Louis,0,72,6,29,0,1,0,21 March 19:45,0,0,69,2,Forward,0,0
0,-284,Anichebe,0,0,ARS(H) 0-1,Everton,13429,Victor,0,13,-5,29,0,0,0,21 March 20:00,0,0,49,1,Forward,0,0
0,-94,Stockdale,0,0,SWA(H) 0-3,Fulham,13529,David,0,0,0,29,0,0,0,17 March 15:00,0,0,41,0,Goalkeeper,0,0
0,997,Schwarzer,3,2,SWA(H) 0-3,Fulham,13629,Mark,0,90,6,29,0,0,0,17 March 15:00,0,0,48,1,Goalkeeper,0,0
0,4,Briggs,0,0,SWA(H) 0-3,Fulham,13729,Matthew,0,0,0,29,0,0,0,17 March 15:00,0,0,39,0,Defender,0,0
0,-1,Salcido,0,0,SWA(H) 0-3,Fulham,13829,Carlos,0,0,0,29,0,0,0,17 March 15:00,0,0,50,0,Defender,0,0
0,-1735,Senderos,0,0,CHE(H) 1-1,Fulham,13933,Philippe,0,0,0,33,0,0,0,09 April 20:00,0,0,42,0,Defender,0,0
0,1146,Kelly,3,0,SWA(H) 0-3,Fulham,14029,Stephen,0,90,5,29,0,0,0,17 March 15:00,0,0,40,1,Defender,0,0
0,-452,Hughes,0,0,SWA(H) 0-3,Fulham,14129,Aaron,0,0,0,29,0,0,0,17 March 15:00,0,0,45,0,Defender,0,0
0,494,Hangeland,3,0,SWA(H) 0-3,Fulham,14229,Brede,0,90,7,29,0,0,0,17 March 15:00,0,0,60,1,Defender,0,0
0,-100,Baird,0,0,SWA(H) 0-3,Fulham,14329,Chris,0,0,0,29,0,0,0,17 March 15:00,0,0,48,0,Defender,0,0
0,17,Halliche,0,0,WOL(H) 5-0,Fulham,14427,Rafik,0,0,0,27,0,0,0,04 March 14:05,0,0,40,0,Defender,0,0
0,4078,Riise,0,0,WOL(H) 5-0,Fulham,14527,John Arne,0,90,18,27,0,1,0,04 March 14:05,0,0,57,6,Defender,0,0
0,0,Greening,0,0,WOL(H) 5-0,Fulham,14627,Jonathan,0,0,0,27,0,0,0,04 March 14:05,0,0,50,0,Midfielder,0,0
0,-74,Sidwell,0,0,WOL(H) 5-0,Fulham,14727,Steve,0,0,0,27,0,0,0,04 March 14:05,0,0,52,0,Midfielder,0,0
0,4403,Murphy,0,0,WOL(H) 5-0,Fulham,14827,Danny,0,68,20,27,0,1,1,04 March 14:05,0,0,61,6,Midfielder,0,0
0,-39,Duff,0,0,WOL(H) 5-0,Fulham,14927,Damien,0,79,11,27,0,1,1,04 March 14:05,0,0,61,6,Midfielder,0,0
0,2,Etuhu,0,0,WOL(H) 5-0,Fulham,15027,Dickson,0,0,0,27,0,0,0,04 March 14:05,0,0,46,0,Midfielder,0,0
0,24627,Dempsey,0,0,WOL(H) 5-0,Fulham,15127,Clint,0,90,46,27,2,1,0,04 March 14:05,0,0,92,15,Midfielder,0,2
0,-13,Davies,0,0,WOL(H) 5-0,Fulham,15227,Simon,0,11,3,27,0,0,0,04 March 14:05,0,0,53,1,Midfielder,0,0
0,-19514,Zamora,1,0,EVE(H) 1-1,QPR,15327,Bobby,0,90,31,27,3,0,0,03 March 15:00,0,0,68,9,Forward,0,1
0,964,Johnson A,0,0,WOL(H) 5-0,Fulham,15427,Andrew,0,90,32,27,1,1,2,04 March 14:05,0,0,47,9,Forward,0,0
0,1151,Dembele,0,0,WOL(H) 5-0,Fulham,15527,Moussa,0,90,15,27,0,1,0,04 March 14:05,0,0,52,2,Forward,0,0
0,0,Gulacsi,0,0,ARS(H) 1-2,Liverpool,15627,Peter,0,0,0,27,0,0,0,03 March 12:45,0,0,45,0,Goalkeeper,0,0
0,233,Reina,2,5,ARS(H) 1-2,Liverpool,15727,Jose,0,90,6,27,0,0,0,03 March 12:45,0,0,64,2,Goalkeeper,0,0
0,-12,Wilson,0,0,ARS(H) 1-2,Liverpool,15827,Danny,0,0,0,27,0,0,0,03 March 12:45,0,0,43,0,Defender,0,0
0,-15,Aurelio,0,0,ARS(H) 1-2,Liverpool,15927,Fabio,0,0,0,27,0,0,0,03 March 12:45,0,0,52,0,Defender,0,0
0,294,Robinson,0,0,QPR(A) 2-3,Liverpool,16029,Jack,0,0,0,29,0,0,0,21 March 20:00,0,0,38,0,Defender,0,0
0,-22,Flanagan,0,0,ARS(H) 1-2,Liverpool,16127,Jon,0,0,0,27,0,0,0,03 March 12:45,0,0,44,0,Defender,0,0
0,-33,Kelly,2,0,ARS(H) 1-2,Liverpool,16227,Martin,0,90,-2,27,0,0,0,03 March 12:45,0,0,52,1,Defender,0,0
0,56,Carragher,2,0,ARS(H) 1-2,Liverpool,16427,Jamie,0,90,3,27,0,0,0,03 March 12:45,0,0,57,1,Defender,0,0
0,4626,Skrtel,2,0,ARS(H) 1-2,Liverpool,16527,Martin,0,90,-2,27,0,0,0,03 March 12:45,0,0,62,1,Defender,0,0
0,-4828,Agger,0,0,ARS(H) 1-2,Liverpool,16627,Daniel,0,0,0,27,0,0,0,03 March 12:45,0,0,59,0,Defender,0,0
0,-34,Kyrgiakos,0,0,NEW(A) 1-1,Sunderland,16727,Sotirios,0,0,0,27,0,0,0,04 March 12:00,0,0,49,0,Defender,0,0
0,-849,Shelvey,0,0,NEW(H) 3-1,Liverpool,16819,Jonjo,0,0,0,19,0,0,0,30 Dec. 19:45,0,0,48,0,Midfielder,0,0
0,-22,Shelvey,0,0,QPR(A) 2-3,Liverpool,16829,Jonjo,0,0,0,29,0,0,0,21 March 20:00,0,0,48,0,Midfielder,0,0
0,64,Spearing,2,0,ARS(H) 1-2,Liverpool,16927,Jay,0,90,8,27,0,0,0,03 March 12:45,0,0,52,2,Midfielder,0,0
0,-8,Poulsen,0,0,ARS(H) 1-2,Liverpool,17027,Christian,0,0,0,27,0,0,0,03 March 12:45,0,0,45,0,Midfielder,0,0
0,-579,Meireles,0,0,MCI(A) 1-2,Chelsea,17129,Raul,0,57,-2,29,0,0,0,21 March 19:45,0,0,71,1,Midfielder,0,0
0,-2,Cole,0,0,QPR(A) 2-3,Liverpool,17229,Joe,0,0,0,29,0,0,0,21 March 20:00,0,0,59,0,Midfielder,0,0
0,24157,Gerrard,3,0,QPR(A) 2-3,Liverpool,17329,Steven,0,90,-1,29,0,0,0,21 March 20:00,0,0,98,2,Midfielder,0,0
0,-392,Maxi Rodriguez,0,0,QPR(A) 2-3,Liverpool,17429,Rodriguez,0,0,0,29,0,0,0,21 March 20:00,0,0,70,0,Midfielder,0,0
0,-183,Lucas,0,0,QPR(A) 2-3,Liverpool,17529,Leiva,0,0,0,29,0,0,0,21 March 20:00,0,0,47,0,Midfielder,0,0
0,-4525,Kuyt,3,0,QPR(A) 2-3,Liverpool,17629,Dirk,0,90,16,29,0,0,0,21 March 20:00,0,0,94,7,Midfielder,0,1
0,-25274,Adam,0,0,QPR(A) 2-3,Liverpool,17729,Charlie,0,45,4,29,0,0,0,21 March 20:00,0,0,86,1,Midfielder,0,0
0,-7448,Henderson,3,0,QPR(A) 2-3,Liverpool,17829,Jordan,0,45,2,29,0,0,0,21 March 20:00,0,0,61,1,Midfielder,0,0
0,-13621,Suarez,1,0,QPR(A) 2-3,Liverpool,17929,Luis,0,81,2,29,0,0,0,21 March 20:00,0,0,95,2,Forward,0,0
0,-543,Carroll,2,0,QPR(A) 2-3,Liverpool,18029,Andy,0,9,1,29,0,0,0,21 March 20:00,0,0,91,1,Forward,0,0
0,0,Jovanovic,0,0,QPR(A) 2-3,Liverpool,18229,Milan,0,0,0,29,0,0,0,21 March 20:00,0,0,60,0,Forward,0,0
0,537,Hart,1,1,CHE(H) 2-1,Man City,18429,Joe,0,90,13,29,0,0,0,21 March 19:45,0,0,68,2,Goalkeeper,0,0
0,-2481,Kolarov,0,0,CHE(H) 2-1,Man City,18529,Aleksandar,0,0,0,29,0,0,0,21 March 19:45,0,0,61,0,Defender,0,0
0,0,Boateng,0,0,CHE(H) 2-1,Man City,18629,Jerome,0,0,0,29,0,0,0,21 March 19:45,0,0,55,0,Defender,0,0
0,-1690,Richards,1,0,CHE(H) 2-1,Man City,18729,Micah,0,90,13,29,0,0,0,21 March 19:45,0,0,62,2,Defender,0,0
0,0,Zabaleta,0,0,BOL(A) 3-2,Man City,1882,Pablo,0,3,0,2,0,0,0,21 Aug. 16:00,0,0,60,1,Defender,0,0
0,-28415,Lescott,0,0,CHE(H) 2-1,Man City,18929,Joleon,0,0,0,29,0,0,0,21 March 19:45,0,0,64,0,Defender,0,0
0,-59809,Kompany,0,0,CHE(H) 2-1,Man City,19129,Vincent,0,0,0,29,0,0,0,21 March 19:45,0,0,67,0,Defender,0,0
0,345,Clichy,1,0,CHE(H) 2-1,Man City,19229,Gael,0,90,20,29,0,0,0,21 March 19:45,0,0,56,2,Defender,0,0
0,-262,Onuoha,2,0,LIV(H) 3-2,QPR,19329,Nedum,0,90,17,29,0,0,0,21 March 20:00,0,0,46,1,Defender,0,0
0,-43959,Silva,0,0,WBA(H) 4-0,Man City,19433,David,0,80,34,33,2,1,0,11 April 19:45,0,0,95,10,Midfielder,0,1
0,341,Yaya Toure,1,0,CHE(H) 2-1,Man City,19529,Gnegneri,0,90,16,29,0,0,0,21 March 19:45,0,0,77,2,Midfielder,0,0
0,52,De Jong,1,0,CHE(H) 2-1,Man City,19629,Nigel,0,65,11,29,0,0,0,21 March 19:45,0,0,46,2,Midfielder,0,0
0,-424,Wright-Phillips,0,0,LIV(H) 3-2,QPR,19729,Shaun,0,0,0,29,0,0,0,21 March 20:00,0,0,59,0,Midfielder,0,0
0,-756,Barry,1,0,CHE(H) 2-1,Man City,19829,Gareth,0,45,8,29,0,0,0,21 March 19:45,0,0,66,1,Midfielder,0,0
0,-1879,Milner,0,0,CHE(H) 2-1,Man City,19929,James,0,0,0,29,0,0,0,21 March 19:45,0,0,69,0,Midfielder,0,0
0,-1516,Johnson,0,0,CHE(H) 2-1,Man City,20029,Adam,0,0,0,29,0,0,0,21 March 19:45,0,0,70,0,Midfielder,0,0
0,412,Tevez,0,0,CHE(H) 2-1,Man City,20129,Carlos,0,25,16,29,0,0,1,21 March 19:45,0,0,117,4,Forward,0,0
0,1491,Balotelli,0,0,CHE(H) 2-1,Man City,20229,Mario,0,45,11,29,0,0,0,21 March 19:45,0,0,81,1,Forward,0,0
0,-14649,Dzeko,0,0,CHE(H) 2-1,Man City,20329,Edin,0,15,-5,29,0,0,0,21 March 19:45,0,0,79,1,Forward,0,0
0,0,Jo,0,0,CHE(H) 2-1,Man City,20429,Joao Alves,0,0,0,29,0,0,0,21 March 19:45,0,0,55,0,Forward,0,0
0,-10,Kuszczak,0,0,WIG(A) 0-1,Man Utd,20533,Tomasz,0,0,0,33,0,0,0,11 April 19:45,0,0,47,0,Goalkeeper,0,0
0,1475,de Gea,0,3,WOL(A) 5-0,Man Utd,20629,David,0,90,18,29,0,1,0,18 March 13:30,0,0,62,7,Goalkeeper,0,0
0,-3004,Lindegaard,0,0,WOL(A) 5-0,Man Utd,20729,Anders,0,0,0,29,0,0,0,18 March 13:30,0,0,42,0,Goalkeeper,0,0
0,-1640,Smalling,0,0,WOL(A) 5-0,Man Utd,20829,Chris,0,17,4,29,0,0,0,18 March 13:30,0,0,53,1,Defender,0,0
0,2275,Jones,0,0,WOL(A) 5-0,Man Utd,20929,Phil,0,0,0,29,0,0,0,18 March 13:30,0,0,62,0,Defender,0,0
0,-356,Rafael,0,0,WOL(A) 5-0,Man Utd,21029,Rafael,0,90,25,29,0,1,1,18 March 13:30,0,0,54,9,Defender,0,0
0,-207,Vidic,0,0,WOL(A) 5-0,Man Utd,21129,Nemanja,0,0,0,29,0,0,0,18 March 13:30,0,0,77,0,Defender,0,0
0,2150,Ferdinand,0,0,WOL(A) 5-0,Man Utd,21229,Rio,0,90,16,29,0,1,0,18 March 13:30,0,0,64,6,Defender,0,0
